subject,augmentation,hcp_subset
1_S_5046,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5047,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5047,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5047,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5047,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5047,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5047,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5047,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5047,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5047,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5047,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5048,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5048,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5048,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5048,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5048,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5048,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5048,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5048,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5048,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5048,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5049,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5049,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5049,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5049,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5049,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5049,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5049,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5049,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5049,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5049,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5050,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5050,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5050,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5050,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5050,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5050,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5050,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5050,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5050,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5050,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5051,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5051,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5051,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5051,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5051,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5051,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5051,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5051,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5051,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5051,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5052,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5052,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5052,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5052,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5052,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5052,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5052,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5052,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5052,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5052,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5053,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5053,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5053,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5053,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5053,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5053,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5053,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5053,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5053,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5053,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5054,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5054,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5054,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5054,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5054,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5054,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5054,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5054,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5054,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5054,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5055,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5055,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5055,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5055,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5055,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5055,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5055,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5055,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5055,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5055,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5056,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5056,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5056,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5056,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5056,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5056,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5056,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5056,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5056,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5056,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5057,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5057,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5057,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5057,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5057,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5057,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5057,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5057,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5057,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5057,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5058,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5058,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5058,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
